time_s,L1_heel,L2_lateral_forefoot,L3_medial_forefoot,R1_heel,R2_lateral_forefoot,R3_medial_forefoot,L_ax,L_ay,L_az,L_gx,L_gy,L_gz,R_ax,R_ay,R_az,R_gx,R_gy,R_gz
11.33,8.0,2.898,3.464,0.0,0.0,0.0,0.0394,0.0959,0.982,-10.11,-2.31,0.1,0.5807,-0.0358,0.8134,4.08,-0.0,-1.07
11.34,7.991,2.858,3.365,0.0,0.0,0.0,0.0325,0.1063,1.0156,-12.14,1.67,-0.39,0.5826,-0.0211,0.8098,3.35,-0.15,-18.75
11.35,7.964,2.811,3.258,0.0,0.0,0.0,0.0445,0.1009,1.0108,-13.27,0.44,0.52,0.5724,-0.0333,0.79,4.53,0.48,-34.45
11.36,7.919,2.758,3.144,0.0,0.0,0.0,0.0468,0.0975,1.0019,-16.78,1.23,-0.65,0.5524,-0.0358,0.8418,5.59,-0.41,-53.22
11.37,7.855,2.698,3.023,0.0,0.0,0.0,0.0226,0.0901,0.9873,-17.65,-1.58,-0.61,0.5396,-0.0167,0.8228,4.73,-0.85,-70.87
11.38,7.774,2.633,2.895,0.0,0.0,0.0,0.0409,0.0864,0.9952,-20.7,1.24,-0.53,0.5431,-0.0388,0.8362,5.16,0.61,-88.19
11.39,7.676,2.562,2.76,0.0,0.0,0.0,0.0419,0.0762,0.9944,-20.22,2.23,1.35,0.5258,-0.0279,0.8347,7.93,-0.14,-102.53
11.4,7.56,2.484,2.619,0.0,0.0,0.0,0.0319,0.086,0.9996,-21.91,-1.32,-3.22,0.5117,-0.0205,0.8692,7.71,0.03,-118.2
11.41,7.427,2.402,2.473,0.0,0.0,0.0,0.0487,0.0792,1.0111,-23.38,0.77,0.4,0.4914,-0.0283,0.8721,7.95,1.09,-133.81
11.42,7.277,2.313,2.32,0.0,0.0,0.0,0.0334,0.0757,1.0057,-25.23,0.0,0.03,0.4956,-0.0134,0.8743,8.36,-0.11,-149.14
11.43,7.111,2.22,2.163,0.0,0.0,0.0,0.0362,0.061,0.9864,-26.1,-1.54,-1.68,0.4321,-0.0256,0.8912,8.41,0.02,-163.22
11.44,6.928,2.121,2.0,0.0,0.0,0.0,0.0332,0.04,1.0113,-26.11,0.49,0.31,0.3987,-0.0044,0.9248,10.33,-0.6,-177.77
11.45,6.73,2.018,1.833,0.0,0.0,0.19,0.0351,0.0676,1.0009,-29.1,0.83,0.48,0.3928,-0.0182,0.9202,8.69,0.43,-188.95
11.46,6.517,1.91,1.662,0.0,0.0,0.38,0.0239,0.0467,1.0049,-29.69,-0.6,0.59,0.3542,-0.0087,0.9318,9.53,0.35,-200.57
11.47,6.288,1.798,1.487,0.0,0.0,0.569,0.0205,0.0376,1.013,-31.82,1.17,-2.65,0.3274,-0.0064,0.9365,7.77,0.9,-211.88
11.48,6.046,1.682,1.308,0.0,0.0,0.757,0.0508,0.0477,0.9874,-32.42,-1.67,1.37,0.2944,-0.0185,0.9384,8.64,-0.58,-218.09
11.49,5.79,1.561,1.127,0.0,0.0,0.943,0.0264,0.0313,0.9984,-32.16,-1.49,-0.74,0.2639,-0.0311,0.9663,8.48,-0.46,-227.82
11.5,5.521,1.438,0.943,0.0,0.071,1.127,0.025,0.0401,0.9936,-31.76,0.14,0.69,0.1968,-0.0052,0.9805,11.13,0.79,-232.75
11.51,5.239,1.311,0.757,0.0,0.214,1.308,0.0134,0.0299,0.9834,-33.62,0.03,0.74,0.1657,-0.0064,0.9962,7.46,0.25,-238.69
11.52,4.945,1.181,0.569,0.0,0.356,1.487,0.0285,0.0247,1.0027,-33.99,-0.72,-0.88,0.1338,0.0002,0.9691,9.72,-0.91,-243.42
11.53,4.64,1.048,0.38,0.0,0.497,1.662,0.0217,-0.0017,1.0244,-34.44,0.81,0.66,0.0945,-0.0058,0.985,7.22,1.31,-246.53
11.54,4.325,0.913,0.19,0.0,0.638,1.833,0.0513,0.0181,0.981,-34.73,0.53,-0.39,0.0655,-0.0061,0.9932,9.43,-1.7,-249.67
11.55,4.0,0.776,0.0,0.0,0.776,2.0,0.045,0.0026,0.9991,-33.96,0.86,-2.07,0.0096,0.0201,1.0,21.77,0.78,-22.99
11.56,3.666,0.638,0.0,0.381,0.913,2.163,0.028,-0.0097,1.0058,-35.69,-0.12,1.17,0.0343,-0.0087,0.9979,35.58,-1.27,100.04
11.57,3.323,0.497,0.0,0.76,1.048,2.32,0.0574,-0.0105,1.0006,-32.75,0.6,-0.78,0.026,0.0193,0.9981,34.43,1.89,0.3
11.58,2.973,0.356,0.0,1.139,1.181,2.473,0.0447,-0.0356,0.9981,-34.42,-0.45,-0.85,0.0293,0.0121,1.0033,32.92,-1.54,-0.65
11.59,2.617,0.214,0.0,1.514,1.311,2.619,0.0317,-0.0196,0.9861,-32.64,2.05,-0.4,0.029,0.0204,0.9901,34.43,1.15,-0.93
11.6,2.254,0.071,0.0,1.886,1.438,2.76,0.0099,-0.0398,1.0013,-34.14,-0.81,0.27,0.0415,0.0263,1.0083,32.88,-0.08,0.48
11.61,1.886,0.0,0.0,2.254,1.561,2.895,0.0578,-0.0487,0.9912,-31.59,2.11,-0.06,0.0375,0.0271,1.0031,32.3,-0.37,0.22
11.62,1.514,0.0,0.0,2.617,1.682,3.023,0.021,-0.056,0.9767,-30.88,0.03,0.55,0.0217,0.0465,0.9954,30.35,0.19,-0.79
11.63,1.139,0.0,0.0,2.973,1.798,3.144,0.0184,-0.0351,1.0103,-30.35,-1.38,-1.34,0.0305,0.0601,1.0143,29.75,0.63,-1.44
11.64,0.76,0.0,0.0,3.323,1.91,3.258,0.0451,-0.0578,1.0076,-30.82,1.37,-0.74,0.0437,0.0562,1.0136,29.0,-0.9,-1.27
11.65,0.381,0.0,0.0,3.666,2.018,3.365,0.0593,-0.0412,0.9983,-28.57,0.13,-0.12,0.0384,0.0576,1.0071,28.86,-0.82,1.2
11.66,0.0,0.0,0.0,4.0,2.121,3.464,0.0487,-0.0669,0.9998,104.04,0.85,26.74,0.0406,0.0516,0.9673,27.79,0.65,-0.61
11.67,0.0,0.0,0.0,4.325,2.22,3.555,0.0492,-0.037,1.0096,115.23,1.22,148.94,0.0387,0.0714,1.013,28.06,-1.71,-0.34
11.68,0.0,0.0,0.0,4.64,2.313,3.639,0.0928,-0.0324,0.9982,-6.54,0.34,248.23,0.0512,0.0923,1.0048,25.62,-0.58,1.45
11.69,0.0,0.0,0.0,4.945,2.402,3.713,0.138,-0.0102,1.0004,-6.37,-0.59,244.02,0.0373,0.0712,1.0166,21.16,3.04,-1.12
11.7,0.0,0.0,0.0,5.239,2.484,3.78,0.1788,-0.0253,0.982,-6.71,0.98,239.09,0.031,0.0753,1.0086,22.69,-0.97,-0.73
11.71,0.0,0.0,0.0,5.521,2.562,3.838,0.2147,-0.0304,0.9901,-7.25,0.0,233.7,0.0257,0.0772,1.0117,19.47,1.15,-0.77
11.72,0.0,0.0,0.0,5.79,2.633,3.887,0.2521,-0.0243,0.9709,-5.15,0.69,226.95,0.0374,0.0814,1.0044,18.37,-0.59,1.62
11.73,0.0,0.0,0.0,6.046,2.698,3.928,0.288,-0.0219,0.959,-5.29,-2.15,219.75,0.0105,0.0621,1.0089,16.88,0.51,1.99
11.74,0.0,0.0,0.0,6.288,2.758,3.959,0.3167,-0.0166,0.9329,-7.12,0.45,211.42,0.0331,0.0965,1.015,15.32,0.65,0.75
11.75,0.0,0.0,0.0,6.517,2.811,3.982,0.3551,-0.0141,0.9362,-3.49,-0.64,200.24,0.0328,0.0867,0.997,12.85,1.13,0.78
11.76,0.0,0.0,0.0,6.73,2.858,3.995,0.3725,-0.0329,0.9123,-3.75,1.65,189.89,0.0213,0.0813,0.9789,12.63,-0.2,-0.58
11.77,0.0,0.0,0.0,6.928,2.898,4.0,0.4177,-0.0431,0.9014,-1.97,0.62,175.59,0.0256,0.107,0.9914,9.17,1.99,1.95
11.78,0.0,0.0,0.0,7.111,2.931,3.995,0.4356,-0.0345,0.8867,-3.71,0.24,163.1,0.043,0.0903,0.9982,9.06,-0.59,0.27
11.79,0.0,0.0,0.0,7.277,2.958,3.982,0.4587,-0.0282,0.8717,-5.22,0.49,148.91,0.0372,0.0991,0.9949,9.04,0.23,0.85
11.8,0.0,0.0,0.0,7.427,2.979,3.959,0.4934,-0.0407,0.8917,-1.18,-1.0,135.31,0.0359,0.1181,0.9816,3.55,0.25,-0.11
11.81,0.0,0.0,0.0,7.56,2.992,3.928,0.5247,-0.0409,0.8726,-0.59,1.62,119.3,0.038,0.0901,0.9776,2.65,-1.12,-0.27
11.82,0.0,0.0,0.0,7.676,2.999,3.887,0.5367,-0.028,0.8683,-1.98,1.99,104.45,0.0358,0.0892,0.9865,-1.55,-0.29,1.66
11.83,0.0,0.0,0.0,7.774,2.999,3.838,0.5259,-0.0319,0.828,-0.69,0.39,86.33,0.0473,0.1072,1.002,-1.28,0.16,0.54
11.84,0.0,0.0,0.0,7.855,2.992,3.78,0.5432,-0.031,0.8334,3.63,1.59,70.39,0.0361,0.1156,1.0098,-2.29,-0.43,1.45
11.85,0.0,0.0,0.0,7.919,2.979,3.713,0.5715,-0.0387,0.8137,1.16,-0.57,53.76,0.0203,0.0877,1.0032,-4.15,2.44,0.26
11.86,0.0,0.0,0.0,7.964,2.958,3.639,0.5586,-0.0331,0.8154,2.77,-0.8,33.47,0.0512,0.1065,1.0047,-6.73,-0.84,-0.85
11.87,0.0,0.0,0.0,7.991,2.931,3.555,0.5701,-0.0396,0.8105,1.96,0.04,19.93,0.0386,0.1069,0.9935,-7.82,1.18,-0.58
11.88,0.0,0.0,0.0,8.0,2.898,3.464,0.5791,-0.021,0.8312,1.09,0.43,-0.28,0.029,0.0788,0.977,-8.04,0.86,0.1
11.89,0.0,0.0,0.0,7.991,2.858,3.365,0.5626,-0.0189,0.8157,3.56,-0.39,-19.84,0.0224,0.1054,0.9901,-10.72,-0.01,-0.63
11.9,0.0,0.0,0.0,7.964,2.811,3.258,0.5695,-0.047,0.8331,4.0,0.54,-35.38,0.0389,0.1039,0.9923,-14.75,-0.87,-1.11
11.91,0.0,0.0,0.0,7.919,2.758,3.144,0.5487,-0.0371,0.8328,4.4,0.31,-53.04,0.0337,0.0894,0.9901,-17.44,-0.77,1.2
11.92,0.0,0.0,0.0,7.855,2.698,3.023,0.5471,-0.0419,0.8558,5.19,-1.0,-70.43,0.0506,0.1021,0.9959,-18.09,-0.52,-0.54
11.93,0.0,0.0,0.0,7.774,2.633,2.895,0.5448,-0.0324,0.8256,6.06,0.52,-86.27,0.0314,0.0977,1.0001,-20.28,-1.79,0.14
11.94,0.0,0.0,0.0,7.676,2.562,2.76,0.5116,-0.0257,0.8619,6.12,0.86,-102.98,0.0265,0.0839,1.0045,-20.47,-1.0,0.3
11.95,0.0,0.0,0.0,7.56,2.484,2.619,0.5152,-0.0382,0.8709,5.47,0.17,-119.36,0.0439,0.0745,0.9935,-23.61,-1.48,-0.59
11.96,0.0,0.0,0.0,7.427,2.402,2.473,0.4914,-0.0317,0.8609,7.65,1.15,-134.54,0.0442,0.0653,0.9775,-23.95,1.35,1.45
11.97,0.0,0.0,0.0,7.277,2.313,2.32,0.4753,-0.0313,0.8927,5.62,-1.22,-149.74,0.0366,0.0704,0.9921,-24.4,0.62,-1.12
11.98,0.0,0.0,0.0,7.111,2.22,2.163,0.4477,-0.0178,0.8985,5.9,0.47,-161.73,0.0417,0.0719,0.9976,-26.62,0.79,0.26
11.99,0.0,0.0,0.0,6.928,2.121,2.0,0.4323,-0.0178,0.9057,8.88,-1.17,-171.73,0.0345,0.0583,1.0097,-28.08,0.59,0.25
